t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,label
27.405370897530652,28.13939885819431,28.929005265948003,29.31272263052446,38.47493583452657,38.24322698812034,38.01036211133521,39.158279639298385,38.65186407913117,38.80898774542881,39.541812129889585,39.42892397964632,40.81754583293939,40.24204904422824,40.429898053401075,38.481450003789234,37.52452935002918,37.22367604391448,38.14981513616895,38.56108759222054,1
28.13939885819431,28.929005265948003,29.31272263052446,38.47493583452657,38.24322698812034,38.01036211133521,39.158279639298385,38.65186407913117,38.80898774542881,39.541812129889585,39.42892397964632,40.81754583293939,40.24204904422824,40.429898053401075,38.481450003789234,37.52452935002918,37.22367604391448,38.14981513616895,38.56108759222054,37.95066576723503,1
28.929005265948003,29.31272263052446,38.47493583452657,38.24322698812034,38.01036211133521,39.158279639298385,38.65186407913117,38.80898774542881,39.541812129889585,39.42892397964632,40.81754583293939,40.24204904422824,40.429898053401075,38.481450003789234,37.52452935002918,37.22367604391448,38.14981513616895,38.56108759222054,37.95066576723503,39.27073118624995,1
29.31272263052446,38.47493583452657,38.24322698812034,38.01036211133521,39.158279639298385,38.65186407913117,38.80898774542881,39.541812129889585,39.42892397964632,40.81754583293939,40.24204904422824,40.429898053401075,38.481450003789234,37.52452935002918,37.22367604391448,38.14981513616895,38.56108759222054,37.95066576723503,39.27073118624995,39.63996447624765,1
38.47493583452657,38.24322698812034,38.01036211133521,39.158279639298385,38.65186407913117,38.80898774542881,39.541812129889585,39.42892397964632,40.81754583293939,40.24204904422824,40.429898053401075,38.481450003789234,37.52452935002918,37.22367604391448,38.14981513616895,38.56108759222054,37.95066576723503,39.27073118624995,39.63996447624765,39.72564861684263,1
38.24322698812034,38.01036211133521,39.158279639298385,38.65186407913117,38.80898774542881,39.541812129889585,39.42892397964632,40.81754583293939,40.24204904422824,40.429898053401075,38.481450003789234,37.52452935002918,37.22367604391448,38.14981513616895,38.56108759222054,37.95066576723503,39.27073118624995,39.63996447624765,39.72564861684263,39.667824475648516,1
38.01036211133521,39.158279639298385,38.65186407913117,38.80898774542881,39.541812129889585,39.42892397964632,40.81754583293939,40.24204904422824,40.429898053401075,38.481450003789234,37.52452935002918,37.22367604391448,38.14981513616895,38.56108759222054,37.95066576723503,39.27073118624995,39.63996447624765,39.72564861684263,39.667824475648516,39.51727262785387,1
39.158279639298385,38.65186407913117,38.80898774542881,39.541812129889585,39.42892397964632,40.81754583293939,40.24204904422824,40.429898053401075,38.481450003789234,37.52452935002918,37.22367604391448,38.14981513616895,38.56108759222054,37.95066576723503,39.27073118624995,39.63996447624765,39.72564861684263,39.667824475648516,39.51727262785387,39.286953242373976,1
38.65186407913117,38.80898774542881,39.541812129889585,39.42892397964632,40.81754583293939,40.24204904422824,40.429898053401075,38.481450003789234,37.52452935002918,37.22367604391448,38.14981513616895,38.56108759222054,37.95066576723503,39.27073118624995,39.63996447624765,39.72564861684263,39.667824475648516,39.51727262785387,39.286953242373976,39.81551435548344,1
38.80898774542881,39.541812129889585,39.42892397964632,40.81754583293939,40.24204904422824,40.429898053401075,38.481450003789234,37.52452935002918,37.22367604391448,38.14981513616895,38.56108759222054,37.95066576723503,39.27073118624995,39.63996447624765,39.72564861684263,39.667824475648516,39.51727262785387,39.286953242373976,39.81551435548344,40.52690069294558,1
39.541812129889585,39.42892397964632,40.81754583293939,40.24204904422824,40.429898053401075,38.481450003789234,37.52452935002918,37.22367604391448,38.14981513616895,38.56108759222054,37.95066576723503,39.27073118624995,39.63996447624765,39.72564861684263,39.667824475648516,39.51727262785387,39.286953242373976,39.81551435548344,40.52690069294558,39.915074727425925,1
39.42892397964632,40.81754583293939,40.24204904422824,40.429898053401075,38.481450003789234,37.52452935002918,37.22367604391448,38.14981513616895,38.56108759222054,37.95066576723503,39.27073118624995,39.63996447624765,39.72564861684263,39.667824475648516,39.51727262785387,39.286953242373976,39.81551435548344,40.52690069294558,39.915074727425925,48.776298573909216,1
40.81754583293939,40.24204904422824,40.429898053401075,38.481450003789234,37.52452935002918,37.22367604391448,38.14981513616895,38.56108759222054,37.95066576723503,39.27073118624995,39.63996447624765,39.72564861684263,39.667824475648516,39.51727262785387,39.286953242373976,39.81551435548344,40.52690069294558,39.915074727425925,48.776298573909216,49.29179833515719,1
40.24204904422824,40.429898053401075,38.481450003789234,37.52452935002918,37.22367604391448,38.14981513616895,38.56108759222054,37.95066576723503,39.27073118624995,39.63996447624765,39.72564861684263,39.667824475648516,39.51727262785387,39.286953242373976,39.81551435548344,40.52690069294558,39.915074727425925,48.776298573909216,49.29179833515719,48.680731357556056,1
40.429898053401075,38.481450003789234,37.52452935002918,37.22367604391448,38.14981513616895,38.56108759222054,37.95066576723503,39.27073118624995,39.63996447624765,39.72564861684263,39.667824475648516,39.51727262785387,39.286953242373976,39.81551435548344,40.52690069294558,39.915074727425925,48.776298573909216,49.29179833515719,48.680731357556056,49.14637141711415,1
38.481450003789234,37.52452935002918,37.22367604391448,38.14981513616895,38.56108759222054,37.95066576723503,39.27073118624995,39.63996447624765,39.72564861684263,39.667824475648516,39.51727262785387,39.286953242373976,39.81551435548344,40.52690069294558,39.915074727425925,48.776298573909216,49.29179833515719,48.680731357556056,49.14637141711415,49.31200313281594,1
37.52452935002918,37.22367604391448,38.14981513616895,38.56108759222054,37.95066576723503,39.27073118624995,39.63996447624765,39.72564861684263,39.667824475648516,39.51727262785387,39.286953242373976,39.81551435548344,40.52690069294558,39.915074727425925,48.776298573909216,49.29179833515719,48.680731357556056,49.14637141711415,49.31200313281594,49.79977569637712,1
37.22367604391448,38.14981513616895,38.56108759222054,37.95066576723503,39.27073118624995,39.63996447624765,39.72564861684263,39.667824475648516,39.51727262785387,39.286953242373976,39.81551435548344,40.52690069294558,39.915074727425925,48.776298573909216,49.29179833515719,48.680731357556056,49.14637141711415,49.31200313281594,49.79977569637712,49.2466082093741,1
38.14981513616895,38.56108759222054,37.95066576723503,39.27073118624995,39.63996447624765,39.72564861684263,39.667824475648516,39.51727262785387,39.286953242373976,39.81551435548344,40.52690069294558,39.915074727425925,48.776298573909216,49.29179833515719,48.680731357556056,49.14637141711415,49.31200313281594,49.79977569637712,49.2466082093741,50.70294441640692,1
38.56108759222054,37.95066576723503,39.27073118624995,39.63996447624765,39.72564861684263,39.667824475648516,39.51727262785387,39.286953242373976,39.81551435548344,40.52690069294558,39.915074727425925,48.776298573909216,49.29179833515719,48.680731357556056,49.14637141711415,49.31200313281594,49.79977569637712,49.2466082093741,50.70294441640692,49.494622028664,1
37.95066576723503,39.27073118624995,39.63996447624765,39.72564861684263,39.667824475648516,39.51727262785387,39.286953242373976,39.81551435548344,40.52690069294558,39.915074727425925,48.776298573909216,49.29179833515719,48.680731357556056,49.14637141711415,49.31200313281594,49.79977569637712,49.2466082093741,50.70294441640692,49.494622028664,48.89651871662366,1
39.27073118624995,39.63996447624765,39.72564861684263,39.667824475648516,39.51727262785387,39.286953242373976,39.81551435548344,40.52690069294558,39.915074727425925,48.776298573909216,49.29179833515719,48.680731357556056,49.14637141711415,49.31200313281594,49.79977569637712,49.2466082093741,50.70294441640692,49.494622028664,48.89651871662366,50.537696289549004,1
39.63996447624765,39.72564861684263,39.667824475648516,39.51727262785387,39.286953242373976,39.81551435548344,40.52690069294558,39.915074727425925,48.776298573909216,49.29179833515719,48.680731357556056,49.14637141711415,49.31200313281594,49.79977569637712,49.2466082093741,50.70294441640692,49.494622028664,48.89651871662366,50.537696289549004,52.19414705948085,1
39.72564861684263,39.667824475648516,39.51727262785387,39.286953242373976,39.81551435548344,40.52690069294558,39.915074727425925,48.776298573909216,49.29179833515719,48.680731357556056,49.14637141711415,49.31200313281594,49.79977569637712,49.2466082093741,50.70294441640692,49.494622028664,48.89651871662366,50.537696289549004,52.19414705948085,50.884274507435975,1
39.667824475648516,39.51727262785387,39.286953242373976,39.81551435548344,40.52690069294558,39.915074727425925,48.776298573909216,49.29179833515719,48.680731357556056,49.14637141711415,49.31200313281594,49.79977569637712,49.2466082093741,50.70294441640692,49.494622028664,48.89651871662366,50.537696289549004,52.19414705948085,50.884274507435975,51.295225759623584,1
39.51727262785387,39.286953242373976,39.81551435548344,40.52690069294558,39.915074727425925,48.776298573909216,49.29179833515719,48.680731357556056,49.14637141711415,49.31200313281594,49.79977569637712,49.2466082093741,50.70294441640692,49.494622028664,48.89651871662366,50.537696289549004,52.19414705948085,50.884274507435975,51.295225759623584,51.33874929374267,1
39.286953242373976,39.81551435548344,40.52690069294558,39.915074727425925,48.776298573909216,49.29179833515719,48.680731357556056,49.14637141711415,49.31200313281594,49.79977569637712,49.2466082093741,50.70294441640692,49.494622028664,48.89651871662366,50.537696289549004,52.19414705948085,50.884274507435975,51.295225759623584,51.33874929374267,51.18924561850974,1
39.81551435548344,40.52690069294558,39.915074727425925,48.776298573909216,49.29179833515719,48.680731357556056,49.14637141711415,49.31200313281594,49.79977569637712,49.2466082093741,50.70294441640692,49.494622028664,48.89651871662366,50.537696289549004,52.19414705948085,50.884274507435975,51.295225759623584,51.33874929374267,51.18924561850974,53.050595329398874,1
40.52690069294558,39.915074727425925,48.776298573909216,49.29179833515719,48.680731357556056,49.14637141711415,49.31200313281594,49.79977569637712,49.2466082093741,50.70294441640692,49.494622028664,48.89651871662366,50.537696289549004,52.19414705948085,50.884274507435975,51.295225759623584,51.33874929374267,51.18924561850974,53.050595329398874,53.78954235176963,1
39.915074727425925,48.776298573909216,49.29179833515719,48.680731357556056,49.14637141711415,49.31200313281594,49.79977569637712,49.2466082093741,50.70294441640692,49.494622028664,48.89651871662366,50.537696289549004,52.19414705948085,50.884274507435975,51.295225759623584,51.33874929374267,51.18924561850974,53.050595329398874,53.78954235176963,53.53040724263281,1
48.776298573909216,49.29179833515719,48.680731357556056,49.14637141711415,49.31200313281594,49.79977569637712,49.2466082093741,50.70294441640692,49.494622028664,48.89651871662366,50.537696289549004,52.19414705948085,50.884274507435975,51.295225759623584,51.33874929374267,51.18924561850974,53.050595329398874,53.78954235176963,53.53040724263281,53.126160441186215,1
49.29179833515719,48.680731357556056,49.14637141711415,49.31200313281594,49.79977569637712,49.2466082093741,50.70294441640692,49.494622028664,48.89651871662366,50.537696289549004,52.19414705948085,50.884274507435975,51.295225759623584,51.33874929374267,51.18924561850974,53.050595329398874,53.78954235176963,53.53040724263281,53.126160441186215,51.41397987183959,1
48.680731357556056,49.14637141711415,49.31200313281594,49.79977569637712,49.2466082093741,50.70294441640692,49.494622028664,48.89651871662366,50.537696289549004,52.19414705948085,50.884274507435975,51.295225759623584,51.33874929374267,51.18924561850974,53.050595329398874,53.78954235176963,53.53040724263281,53.126160441186215,51.41397987183959,53.221170757121165,1
49.14637141711415,49.31200313281594,49.79977569637712,49.2466082093741,50.70294441640692,49.494622028664,48.89651871662366,50.537696289549004,52.19414705948085,50.884274507435975,51.295225759623584,51.33874929374267,51.18924561850974,53.050595329398874,53.78954235176963,53.53040724263281,53.126160441186215,51.41397987183959,53.221170757121165,52.441315668792114,1
49.31200313281594,49.79977569637712,49.2466082093741,50.70294441640692,49.494622028664,48.89651871662366,50.537696289549004,52.19414705948085,50.884274507435975,51.295225759623584,51.33874929374267,51.18924561850974,53.050595329398874,53.78954235176963,53.53040724263281,53.126160441186215,51.41397987183959,53.221170757121165,52.441315668792114,51.132302305918635,1
49.79977569637712,49.2466082093741,50.70294441640692,49.494622028664,48.89651871662366,50.537696289549004,52.19414705948085,50.884274507435975,51.295225759623584,51.33874929374267,51.18924561850974,53.050595329398874,53.78954235176963,53.53040724263281,53.126160441186215,51.41397987183959,53.221170757121165,52.441315668792114,51.132302305918635,49.288165356033396,1
49.2466082093741,50.70294441640692,49.494622028664,48.89651871662366,50.537696289549004,52.19414705948085,50.884274507435975,51.295225759623584,51.33874929374267,51.18924561850974,53.050595329398874,53.78954235176963,53.53040724263281,53.126160441186215,51.41397987183959,53.221170757121165,52.441315668792114,51.132302305918635,49.288165356033396,49.03728683424113,1
50.70294441640692,49.494622028664,48.89651871662366,50.537696289549004,52.19414705948085,50.884274507435975,51.295225759623584,51.33874929374267,51.18924561850974,53.050595329398874,53.78954235176963,53.53040724263281,53.126160441186215,51.41397987183959,53.221170757121165,52.441315668792114,51.132302305918635,49.288165356033396,49.03728683424113,48.84123275767505,1
49.494622028664,48.89651871662366,50.537696289549004,52.19414705948085,50.884274507435975,51.295225759623584,51.33874929374267,51.18924561850974,53.050595329398874,53.78954235176963,53.53040724263281,53.126160441186215,51.41397987183959,53.221170757121165,52.441315668792114,51.132302305918635,49.288165356033396,49.03728683424113,48.84123275767505,47.05013688279054,1
48.89651871662366,50.537696289549004,52.19414705948085,50.884274507435975,51.295225759623584,51.33874929374267,51.18924561850974,53.050595329398874,53.78954235176963,53.53040724263281,53.126160441186215,51.41397987183959,53.221170757121165,52.441315668792114,51.132302305918635,49.288165356033396,49.03728683424113,48.84123275767505,47.05013688279054,46.31837940872448,1
50.537696289549004,52.19414705948085,50.884274507435975,51.295225759623584,51.33874929374267,51.18924561850974,53.050595329398874,53.78954235176963,53.53040724263281,53.126160441186215,51.41397987183959,53.221170757121165,52.441315668792114,51.132302305918635,49.288165356033396,49.03728683424113,48.84123275767505,47.05013688279054,46.31837940872448,47.44449591344765,1
52.19414705948085,50.884274507435975,51.295225759623584,51.33874929374267,51.18924561850974,53.050595329398874,53.78954235176963,53.53040724263281,53.126160441186215,51.41397987183959,53.221170757121165,52.441315668792114,51.132302305918635,49.288165356033396,49.03728683424113,48.84123275767505,47.05013688279054,46.31837940872448,47.44449591344765,47.27313865518427,1
50.884274507435975,51.295225759623584,51.33874929374267,51.18924561850974,53.050595329398874,53.78954235176963,53.53040724263281,53.126160441186215,51.41397987183959,53.221170757121165,52.441315668792114,51.132302305918635,49.288165356033396,49.03728683424113,48.84123275767505,47.05013688279054,46.31837940872448,47.44449591344765,47.27313865518427,46.28833425715314,1
51.295225759623584,51.33874929374267,51.18924561850974,53.050595329398874,53.78954235176963,53.53040724263281,53.126160441186215,51.41397987183959,53.221170757121165,52.441315668792114,51.132302305918635,49.288165356033396,49.03728683424113,48.84123275767505,47.05013688279054,46.31837940872448,47.44449591344765,47.27313865518427,46.28833425715314,47.8428626954959,1
51.33874929374267,51.18924561850974,53.050595329398874,53.78954235176963,53.53040724263281,53.126160441186215,51.41397987183959,53.221170757121165,52.441315668792114,51.132302305918635,49.288165356033396,49.03728683424113,48.84123275767505,47.05013688279054,46.31837940872448,47.44449591344765,47.27313865518427,46.28833425715314,47.8428626954959,47.44172406088509,1
51.18924561850974,53.050595329398874,53.78954235176963,53.53040724263281,53.126160441186215,51.41397987183959,53.221170757121165,52.441315668792114,51.132302305918635,49.288165356033396,49.03728683424113,48.84123275767505,47.05013688279054,46.31837940872448,47.44449591344765,47.27313865518427,46.28833425715314,47.8428626954959,47.44172406088509,57.25396053559565,1
53.050595329398874,53.78954235176963,53.53040724263281,53.126160441186215,51.41397987183959,53.221170757121165,52.441315668792114,51.132302305918635,49.288165356033396,49.03728683424113,48.84123275767505,47.05013688279054,46.31837940872448,47.44449591344765,47.27313865518427,46.28833425715314,47.8428626954959,47.44172406088509,57.25396053559565,56.29457492794613,1
53.78954235176963,53.53040724263281,53.126160441186215,51.41397987183959,53.221170757121165,52.441315668792114,51.132302305918635,49.288165356033396,49.03728683424113,48.84123275767505,47.05013688279054,46.31837940872448,47.44449591344765,47.27313865518427,46.28833425715314,47.8428626954959,47.44172406088509,57.25396053559565,56.29457492794613,56.281317990221524,1
53.53040724263281,53.126160441186215,51.41397987183959,53.221170757121165,52.441315668792114,51.132302305918635,49.288165356033396,49.03728683424113,48.84123275767505,47.05013688279054,46.31837940872448,47.44449591344765,47.27313865518427,46.28833425715314,47.8428626954959,47.44172406088509,57.25396053559565,56.29457492794613,56.281317990221524,56.31143309519204,1
53.126160441186215,51.41397987183959,53.221170757121165,52.441315668792114,51.132302305918635,49.288165356033396,49.03728683424113,48.84123275767505,47.05013688279054,46.31837940872448,47.44449591344765,47.27313865518427,46.28833425715314,47.8428626954959,47.44172406088509,57.25396053559565,56.29457492794613,56.281317990221524,56.31143309519204,57.54305415143468,1
51.41397987183959,53.221170757121165,52.441315668792114,51.132302305918635,49.288165356033396,49.03728683424113,48.84123275767505,47.05013688279054,46.31837940872448,47.44449591344765,47.27313865518427,46.28833425715314,47.8428626954959,47.44172406088509,57.25396053559565,56.29457492794613,56.281317990221524,56.31143309519204,57.54305415143468,57.44687366904412,1
53.221170757121165,52.441315668792114,51.132302305918635,49.288165356033396,49.03728683424113,48.84123275767505,47.05013688279054,46.31837940872448,47.44449591344765,47.27313865518427,46.28833425715314,47.8428626954959,47.44172406088509,57.25396053559565,56.29457492794613,56.281317990221524,56.31143309519204,57.54305415143468,57.44687366904412,57.597647340210926,1
52.441315668792114,51.132302305918635,49.288165356033396,49.03728683424113,48.84123275767505,47.05013688279054,46.31837940872448,47.44449591344765,47.27313865518427,46.28833425715314,47.8428626954959,47.44172406088509,57.25396053559565,56.29457492794613,56.281317990221524,56.31143309519204,57.54305415143468,57.44687366904412,57.597647340210926,58.16905874746843,1
51.132302305918635,49.288165356033396,49.03728683424113,48.84123275767505,47.05013688279054,46.31837940872448,47.44449591344765,47.27313865518427,46.28833425715314,47.8428626954959,47.44172406088509,57.25396053559565,56.29457492794613,56.281317990221524,56.31143309519204,57.54305415143468,57.44687366904412,57.597647340210926,58.16905874746843,58.54502526381182,1
49.288165356033396,49.03728683424113,48.84123275767505,47.05013688279054,46.31837940872448,47.44449591344765,47.27313865518427,46.28833425715314,47.8428626954959,47.44172406088509,57.25396053559565,56.29457492794613,56.281317990221524,56.31143309519204,57.54305415143468,57.44687366904412,57.597647340210926,58.16905874746843,58.54502526381182,59.5966999628907,1
49.03728683424113,48.84123275767505,47.05013688279054,46.31837940872448,47.44449591344765,47.27313865518427,46.28833425715314,47.8428626954959,47.44172406088509,57.25396053559565,56.29457492794613,56.281317990221524,56.31143309519204,57.54305415143468,57.44687366904412,57.597647340210926,58.16905874746843,58.54502526381182,59.5966999628907,61.04699452903205,1
